"","AJwcM2MAIPOOA100700.extra.kraken2.report","Ia7iM2MAIPOOB100245.extra.kraken2.report","P0ZQM2MAIPOOA100240.extra.kraken2.report","qU3SM2MAIPOOM070605.extra.kraken2.report","c5isM2MAIPOOA070615.extra.kraken2.report","TgLUM2MAIPOOM070620.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"29497",8,4,4,6,7,3,"v_5148",89,2.75497272577001e-05,7614.67271060671
"2202254",606,306,323,411,451,422,"v_1377",239,2.75421394733943e-05,28521.0281787908
"86106",15,9,13,2,35,5,"v_2256",24,2.75391055298524e-05,330.508515120466
"2083051",11,3,15,4,12,8,"v_2966",55,2.75345558676139e-05,3503.04216641312
"54291",0,0,53,30,39,0,"v_3217",2,2.75337977367218e-05,65.0110386870239
"176292",7,1,8,4,7,4,"v_1084",68,2.75277341921986e-05,6098.09695108772
"159087",525,335,379,268,521,460,"v_2674",308,2.75269764369082e-05,29683.0485801355
"1052095",11,4,5,3,12,5,"v_4788",69,2.75254610514726e-05,9507.51304737423
"2742129",195,370,206,129,128,169,"v_2776",23,2.75141009767506e-05,4205.08866090896
"2718938",438,348,287,184,243,233,"v_1697",14,2.75103163686382e-05,28794.7760090018
"1315306",16,4,10,6,9,8,"v_3630",51,2.7500481258422e-05,6316.41042890669
"69328",15,7,9,8,11,5,"v_2945",36,2.74959443482086e-05,881.761555645258
"406818",10,15,8,7,15,10,"v_3383",37,2.74929205729525e-05,996.00897857802
"1705394",9,6,1,3,1,6,"v_3855",42,2.74921647330511e-05,19530.7707799283
"119",633,345,389,341,377,498,"v_4093",333,2.74906531779195e-05,27664.9995481564
"522485",14,1,2,4,7,2,"v_5228",95,2.74906531779195e-05,4891.644137465
"1296540",6,1,2,10,5,5,"v_5359",87,2.74891417889933e-05,6344.37476184836
"827",10,3,7,4,11,3,"v_3982",38,2.74868750171793e-05,2346.0444850855
"2649013",619,327,331,321,347,325,"v_238",142,2.74823425948828e-05,23625.6025031008
"109328",5,2,3,5,4,6,"v_5617",143,2.74815873364846e-05,150284.241511299
"649756",4,6,3,8,6,4,"v_1242",38,2.74770566576908e-05,9013.33083743184
"632",6,0,7,5,3,5,"v_3284",14,2.74740370350019e-05,12416.9005855967
"643214",6,3,5,8,4,3,"v_5305",87,2.74732822330284e-05,30341.5460318049
"1671680",558,305,313,360,347,294,"v_211",122,2.74642278432342e-05,21057.02276461
"28232",454,195,270,345,577,426,"v_3906",201,2.74604569420035e-05,11564.7547574878
"454958",10,31,8,7,6,8,"v_4840",11,2.74604569420035e-05,28.2117644350875
"1813598",5,2,3,0,12,4,"v_4736",63,2.74566870761374e-05,5028.56026577471
"75906",11,0,8,5,5,2,"v_5596",79,2.74559332271704e-05,7912.20934524714
"1151742",9,4,2,2,5,5,"v_5389",159,2.74491504487936e-05,93011.0993339049
"274493",632,283,365,394,451,443,"v_4276",336,2.74476436197952e-05,24713.6571194684
"682634",7,3,1,7,5,4,"v_4974",116,2.74431241252504e-05,41200.3001649019
"1699623",5,7,5,4,4,6,"v_4893",48,2.74423710208562e-05,10612.5692009672
"2822132",8,2,8,3,3,5,"v_4939",104,2.74378532623608e-05,33211.7312184297
"2590869",212,165,903,110,154,145,"v_2530",21,2.74348422496571e-05,315.040838800746
"403833",7,4,3,3,6,5,"v_4373",89,2.74340895997366e-05,15992.9363290738
"76758",401,269,408,223,290,246,"v_2976",31,2.74265653712186e-05,2555.87754211214
"1173284",9,13,7,3,3,5,"v_2955",20,2.74250610207608e-05,4483.52354092367
"2184083",475,346,414,246,408,451,"v_2661",214,2.74205489593902e-05,8365.97140778829
"273526",12,1,7,1,3,4,"v_3256",64,2.74107779178773e-05,5513.82836915934
"634504",5,9,3,8,9,3,"v_1829",24,2.74092752987611e-05,5020.50835200067
"202747",10,3,2,3,8,1,"v_4021",61,2.7401764673645e-05,14595.6029911556
"1193729",5,5,6,3,5,7,"v_2013",39,2.73995122886813e-05,1652.86173395722
"2662362",6,5,4,0,5,10,"v_4887",86,2.73987615759768e-05,2158.77973820264
"1938606",228,190,984,132,219,211,"v_2522",34,2.73957591364857e-05,2590.76383628057
"593117",15,20,8,12,12,17,"v_5633",12,2.73942581634889e-05,46.4429612717775
"33986",411,153,600,214,285,248,"v_1036",30,2.73867557649121e-05,1838.17534356576
"2261",7,1,8,6,3,4,"v_5644",76,2.73860057510612e-05,9113.35654122887
"106634",613,354,381,357,401,476,"v_3413",337,2.73800071188019e-05,25075.1948007452
"138563",9,1,3,7,8,7,"v_5247",73,2.73717632889911e-05,4604.46225758654
"2724527",405,349,267,283,308,302,"v_1931",26,2.73702649441647e-05,9504.77699322077
"29329",6,2,4,4,4,5,"v_5444",142,2.73695158332649e-05,87891.9504412612
"2626894",38,133,96,6,19,10,"v_1293",5,2.73612783189231e-05,2718.59547005315
"1349",7,3,4,5,8,1,"v_5374",80,2.7358284088422e-05,13003.2119786832
"58346",882,277,266,248,336,229,"v_98",92,2.73552905131852e-05,5727.18365181242
"302167",8,1,7,8,5,2,"v_878",30,2.73545422217359e-05,3987.18418123453
"40933",5,5,2,3,6,5,"v_4772",130,2.73545422217359e-05,100046.123743687
"36822",680,330,352,398,403,399,"v_587",232,2.73478094404638e-05,26261.707739219
"266835",208,182,126,106,120,95,"v_1683",3,2.73455659164866e-05,0
"71999",685,302,286,364,331,324,"v_148",113,2.73448181569593e-05,32437.0296967169
"54005",22,3,8,6,5,9,"v_1359",39,2.73410799726589e-05,4044.76450630671
"1884914",18,12,6,11,8,7,"v_771",29,2.73380901610214e-05,1636.91689287714
"949",7,1,9,5,3,14,"v_2237",22,2.73343538158758e-05,1412.16206126636
"712898",8,4,5,9,5,3,"v_3311",49,2.73276309676714e-05,3347.43035247735
"2587852",693,351,393,375,391,440,"v_2134",236,2.73224043715847e-05,22879.3617074814
"2627481",4,4,6,2,4,5,"v_5461",109,2.73156873992734e-05,157625.339718868
"195105",594,343,392,391,368,442,"v_2159",104,2.73119571748511e-05,17291.1241318371
"2169583",15,18,20,17,14,15,"v_2932",7,2.73097195291804e-05,8304.81584065526
"29388",12,1,6,8,3,1,"v_5292",65,2.73082279690871e-05,2944.61272376847
"1281578",572,331,384,326,476,489,"v_3741",318,2.73067365719123e-05,21627.4527868737
"2282148",10,1,6,1,4,5,"v_5701",128,2.73052453376294e-05,25760.1092208262
"33034",14,4,3,3,4,2,"v_5457",73,2.73030087915688e-05,12134.0762825483
"2698688",307,308,408,210,447,607,"v_4233",112,2.72985367984276e-05,16145.7261409549
"475662",711,376,372,409,472,505,"v_3475",245,2.72970464595731e-05,32542.4482077906
"2072414",265,416,243,175,186,224,"v_2766",23,2.7293321324272e-05,8683.48032902293
"2137",11,3,2,2,5,4,"v_5505",141,2.72895972055452e-05,49357.0697203857
"1961362",492,394,288,390,417,378,"v_1854",46,2.72881078426022e-05,20969.7721517827
"1013",7,14,13,8,10,3,"v_4220",11,2.72806634657355e-05,2364.84474597772
"1216932",20,30,49,3,16,8,"v_1198",10,2.72791750777457e-05,15231.9993531168
"207721",15,17,11,6,9,13,"v_2819",26,2.72791750777457e-05,2803.87585137654
"1945662",667,378,442,361,407,435,"v_2076",197,2.72784309446521e-05,18506.9438663093
"562959",302,138,238,545,417,306,"v_915",55,2.72739669984999e-05,2463.5614764007
"216942",11,0,1,10,7,4,"v_5506",73,2.72709918459734e-05,1653.48547000304
"728",17,5,2,4,2,3,"v_5215",64,2.72650434877444e-05,6545.91155910119
"2419773",9,1,3,1,4,8,"v_5390",125,2.72613270814023e-05,30982.3723974097
"169765",567,286,277,373,345,294,"v_450",114,2.72605839217076e-05,6749.22021962781
"521",299,189,0,139,0,221,"v_2566",11,2.72598408025297e-05,941.42273123944
"671232",16,4,6,1,15,9,"v_5365",87,2.72531545526395e-05,3154.40903837345
"1806885",363,324,229,284,269,271,"v_1935",19,2.72524118384477e-05,50002.0245755543
"2627006",743,319,352,403,489,508,"v_1405",190,2.72501839387416e-05,32105.704537202
"2661583",6,1,5,1,11,4,"v_2745",57,2.72486988746287e-05,11040.7866406523
"1347420",11,12,8,6,8,6,"v_5124",29,2.72486988746287e-05,3013.88621239047
"261524",16,6,12,9,7,8,"v_5268",50,2.72427602364672e-05,12469.2553579779
"265949",10,9,7,7,7,9,"v_463",8,2.72420180887e-05,61.161945369079
"1365250",7,5,1,3,3,7,"v_5104",113,2.72323738460282e-05,19852.313174771
"248903",429,64,318,240,182,131,"v_912",25,2.72279249598388e-05,22613.275975157
"633807",4,5,2,6,4,5,"v_1149",31,2.72227364294659e-05,10748.3088847712
"311231",605,379,402,318,542,479,"v_2449",306,2.72205133788823e-05,18798.6810488876
"139021",663,344,338,398,371,350,"v_594",158,2.72197724427024e-05,39988.7457293696
"1008459",5,5,5,2,7,4,"v_4825",95,2.7216809101301e-05,20212.1633382174
"1699624",6,2,1,0,8,8,"v_3119",66,2.72086632383751e-05,3369.51162997368
"2620628",3,3,3,8,12,3,"v_4470",39,2.72086632383751e-05,1919.22339213719
"2487929",7,9,6,2,5,9,"v_5168",13,2.72057023152053e-05,7999.4584015496
"2636738",678,299,356,376,458,470,"v_961",319,2.72034820457019e-05,35294.3438437076
"1096243",10,5,4,3,10,10,"v_3646",70,2.72027420363973e-05,9590.38434782249
"1365176",8,6,2,7,6,14,"v_4468",54,2.72012621385632e-05,8213.40848572562
"399741",7,4,5,3,4,4,"v_4981",122,2.71975630983464e-05,24054.0818068876
"37372",7,0,2,8,3,4,"v_4008",57,2.71968234110256e-05,5569.80016147506
"1016",255,227,242,136,164,196,"v_4163",16,2.71946045904493e-05,5343.96303017296
"2608891",7,2,0,4,6,6,"v_1146",67,2.71923861318831e-05,11209.1803073437
"92945",0,277,173,346,326,220,"v_2153",13,2.71909073605786e-05,6930.81700787773
"1917485",711,354,358,409,465,415,"v_2086",184,2.71901680352385e-05,46682.4071597372
"164451",7,1,4,2,5,5,"v_5672",168,2.71835159159486e-05,160064.153316095
"396595",669,378,376,299,500,457,"v_3412",278,2.71820381092174e-05,13370.9604754949
"2634096",743,271,343,421,488,405,"v_4506",173,2.71790829777403e-05,41930.5125189707
"1401328",14,10,7,6,6,9,"v_2014",36,2.71702214373047e-05,13351.185681662
"311182",638,338,413,305,468,481,"v_2623",275,2.71702214373047e-05,14600.3450712928
"1856685",825,248,430,305,268,338,"v_2869",23,2.71635790731787e-05,458.929381695196
"97481",6,2,3,3,9,3,"v_3874",95,2.71635790731787e-05,18083.2601157086
"240521",446,388,394,294,355,345,"v_1602",64,2.71532529597046e-05,3384.88587884532
"39694",283,237,165,205,156,163,"v_430",8,2.71525156805778e-05,300.272997032985
"1600",7,9,2,4,2,5,"v_5318",68,2.71525156805778e-05,12210.1845859872
"40269",0,5,7,6,6,5,"v_3793",11,2.71466188886174e-05,205.598219861215
"326454",2,4,2,2,7,7,"v_4817",78,2.71444082519001e-05,44757.4458587007
"52771",588,273,264,345,388,302,"v_695",98,2.71370420624152e-05,5871.9859121706
"1827469",169,148,219,134,128,118,"v_2203",7,2.71289438702151e-05,19.4434217160057
"2781021",282,350,224,212,173,207,"v_2749",21,2.712600027126e-05,5539.65040401025
"361101",6,3,4,7,7,2,"v_1124",51,2.7122321670735e-05,5421.02039709841
"1145276",8,1,4,1,6,3,"v_859",106,2.7120850509872e-05,14760.9902341462
"404941",331,237,191,203,161,173,"v_465",21,2.71193795085968e-05,8627.08557490818
"1426",9,0,7,14,6,11,"v_904",29,2.71164379847063e-05,2325.68991244964
"169679",17,15,16,6,67,10,"v_5412",4,2.7114967462039e-05,0.110236094398101
"608538",9,2,7,3,3,3,"v_5598",106,2.7104678267469e-05,21116.2856106194
"359",496,405,435,271,351,361,"v_1614",37,2.71017399317036e-05,3576.37143651795
"2759954",391,313,270,206,240,252,"v_1736",12,2.70973336223716e-05,31715.7146618749
"1891926",681,304,394,292,421,520,"v_4095",297,2.70973336223716e-05,26063.7478145648
"2583824",9,4,4,5,7,9,"v_4532",90,2.70973336223716e-05,7270.51484707956
"1138190",505,441,375,280,481,372,"v_1600",70,2.70958651709749e-05,18731.6758521663
"143387",5,4,3,1,4,7,"v_5611",136,2.70958651709749e-05,86775.4943932261
"2781022",272,306,237,196,190,229,"v_2751",14,2.70951310049584e-05,10746.0487660058
"29461",2,10,5,8,9,6,"v_4766",42,2.70943968787255e-05,3739.44878099185
"2320867",564,334,377,428,378,402,"v_2858",129,2.70936627922729e-05,6759.51811214746
"990288",5,3,1,6,3,6,"v_4030",57,2.70907268442012e-05,4119.94980432146
"2733866",8,7,1,3,2,6,"v_4891",82,2.70885253006826e-05,9919.15878721644
"1740163",623,385,436,324,545,556,"v_2383",307,2.70797227036395e-05,32458.394645445
"1432056",5,8,3,1,5,6,"v_5208",88,2.70797227036395e-05,34696.0814421481
"2083052",12,48,62,11,8,13,"v_2939",5,2.70760566431105e-05,207.65818491405
"39485",9,5,3,6,5,2,"v_1259",54,2.70731245092996e-05,5552.64673810575
"2594900",6,1,12,1,3,8,"v_5969",58,2.70731245092996e-05,866.569837596352
"2500132",9,10,3,8,11,6,"v_3149",25,2.70687274991203e-05,623.006284200144
"2304606",8,1,7,1,4,5,"v_5337",105,2.70665295295837e-05,14358.8299321488
"69373",581,336,324,392,409,365,"v_218",139,2.70657969523913e-05,10646.4320579572
"2044912",10,3,5,4,0,5,"v_1011",46,2.70657969523913e-05,3111.93183384637
"354",480,306,289,482,449,414,"v_3082",95,2.70628670401342e-05,14973.9279142205
"1037409",2,7,2,2,10,5,"v_4758",55,2.70628670401342e-05,1604.18062877156
"696127",10,4,3,5,0,5,"v_4806",71,2.7058473360933e-05,11499.3613978114
"656519",8,4,5,4,5,1,"v_1318",81,2.70548130512418e-05,11037.5837032257
"2587862",7,7,15,8,15,5,"v_3773",18,2.70540811081352e-05,578.294684421747
"1443113",4,6,3,4,4,5,"v_4985",74,2.70482269887209e-05,34188.3081594857
"1304",9,5,6,6,8,7,"v_1125",91,2.70474954019258e-05,8732.01703184655
"93219",581,378,449,297,500,421,"v_2469",227,2.70453008789723e-05,10873.3812677071
"134536",594,425,403,300,516,490,"v_2450",193,2.70423754022553e-05,14921.8910442305
"218144",5,4,3,5,5,3,"v_5400",84,2.70372573406154e-05,56980.3936371253
"1511",13,21,9,7,5,5,"v_1298",16,2.70365263470949e-05,1039.27565829112
"1805431",8,4,2,2,3,5,"v_1144",57,2.70336027682409e-05,74718.7997346738
"95485",601,341,441,311,631,455,"v_2368",134,2.70314104989998e-05,12518.2795562831
"51664",10,9,6,2,5,4,"v_1105",13,2.70284880263798e-05,9600.93062703537
"299566",204,257,173,151,155,199,"v_4139",15,2.7027027027027e-05,27077.8974053566
"91891",10,5,5,2,4,4,"v_3800",57,2.70226449764903e-05,6267.12321442541
"444923",9,1,7,6,3,2,"v_1739",40,2.70204544840444e-05,15689.5956955747
"1965231",8,2,5,1,5,4,"v_5230",132,2.70160745643658e-05,88305.7190606974
"656179",549,320,540,331,500,444,"v_2470",222,2.70146149066645e-05,24292.59107539
"500",714,266,272,462,523,495,"v_1475",264,2.70138851369604e-05,33553.2038009888
"1503054",681,349,420,325,603,506,"v_2370",279,2.70102368797774e-05,26488.0343908881
"2322",9,0,4,3,1,5,"v_4577",61,2.70073189834445e-05,10408.4097594601
"1866325",87,134,74,46,58,42,"v_1908",8,2.70051309748852e-05,250.059849192413
"2492438",115,74,68,50,42,34,"v_461",6,2.7002943320822e-05,563.989468049343
"816",630,436,422,325,503,513,"v_4241",275,2.70014850816795e-05,27761.0163521574
"149696",202,301,288,132,138,227,"v_2787",14,2.6996382484747e-05,13773.5425599323
"71237",17,3,6,8,0,2,"v_5304",27,2.69956536997543e-05,191.713895643529
"413503",53,44,35,18,0,0,"v_3192",5,2.69927389532216e-05,0
"682633",632,394,380,338,283,377,"v_1679",98,2.69890964050524e-05,6017.16715984286
"345370",721,293,339,409,575,516,"v_3920",262,2.69876396610352e-05,24929.9382056982
"2594042",6,4,3,4,5,4,"v_4629",88,2.69781746567027e-05,12300.2452413027
"1188256",7,0,5,2,5,5,"v_4794",123,2.69774468544297e-05,53586.2794634203
"110505",581,319,321,364,360,313,"v_452",126,2.69730808652964e-05,6164.39894011489
"1341",8,3,1,3,9,2,"v_1131",59,2.69723533378287e-05,14124.9137110482
"1817405",11,4,8,4,3,1,"v_1035",44,2.69716258496062e-05,3315.51862828833
"153948",35,65,53,9,14,13,"v_2612",6,2.69679889970605e-05,13353.3722467147
"94869",16,22,20,6,13,13,"v_1202",7,2.69672617442425e-05,4627.78616593591
"857417",617,341,266,382,332,260,"v_276",83,2.69643531251685e-05,16104.8343216394
"39488",13,4,13,9,9,7,"v_1254",24,2.69621720725822e-05,1359.29148717407
"43669",761,342,394,406,458,466,"v_309",145,2.69607182335337e-05,29247.6394924471
"1981510",3,6,7,7,10,9,"v_1173",44,2.6959264551263e-05,3949.69792129919
"1517",21,7,21,6,6,11,"v_1311",17,2.69578110257447e-05,768.372924315779
"2593540",4,4,6,4,4,6,"v_4009",23,2.69512721000431e-05,1889.9271568534
"273678",591,344,369,336,322,295,"v_198",57,2.69476407340537e-05,9116.08017029708
"157687",4,3,3,5,7,1,"v_4396",50,2.69469145782808e-05,1457.30403302001
"1218315",22,39,12,7,6,8,"v_1809",10,2.69411067406649e-05,694.737594717729
"106649",6,7,8,2,4,3,"v_4888",53,2.69382037605732e-05,7276.43435338567
"633",6,3,2,2,4,6,"v_3285",85,2.69323996768112e-05,21529.578887341
"69362",490,365,313,285,287,276,"v_199",30,2.69316743421939e-05,33045.3293538035
"2126319",13,12,127,7,18,15,"v_2279",3,2.69302237901597e-05,12532.3065957812
"33932",83,45,131,66,21,40,"v_823",5,2.69287733943719e-05,520.141421832363
"56453",353,527,295,197,217,275,"v_2807",16,2.69265980935969e-05,10783.2275029897
"1633874",5,3,6,6,6,1,"v_4786",56,2.69121050648582e-05,2192.64959610536
"2734129",4,0,1,2,7,5,"v_4692",84,2.69106566200215e-05,9453.25418812326
"2527978",807,379,415,398,469,595,"v_4082",324,2.69084842450825e-05,21207.4268859553
"1755811",6,3,5,4,5,3,"v_3794",61,2.69077601980411e-05,3314.47411246625
"68280",639,313,293,473,389,330,"v_103",129,2.69070361899637e-05,15122.8169082608
"1006155",17,6,12,8,9,4,"v_1043",36,2.69005218701243e-05,2367.05956674248
"1538159",130,169,192,55,68,60,"v_1608",7,2.68997982515131e-05,293.292612685114
"2496265",12,5,7,9,7,5,"v_1157",56,2.68961807423346e-05,10011.3894012796
"1768108",741,332,361,419,579,484,"v_1373",188,2.68947340110806e-05,27304.3904127189
"303541",8,2,4,2,4,3,"v_5317",149,2.68947340110806e-05,146713.511915152
"877455",6,4,5,5,4,3,"v_5652",63,2.68940107038163e-05,3975.54548828115
"43663",180,58,68,49,48,38,"v_166",7,2.68918410154359e-05,2424.40713353563
"1458425",556,396,410,329,588,482,"v_2352",88,2.68896716771088e-05,5435.34668899269
"267818",14,2,1,5,4,1,"v_1050",48,2.68875026887503e-05,2452.87334027739
"1614",7,4,5,1,2,6,"v_1106",58,2.68875026887503e-05,9104.09492264029
"873",662,315,363,387,575,478,"v_3939",186,2.68867797703869e-05,18962.8879760718
"2282309",17,7,4,8,6,6,"v_3200",35,2.68860568908964e-05,5840.62868660335
"187303",644,379,432,353,515,421,"v_1783",287,2.68846112485213e-05,29761.5129610522
"627141",664,418,453,406,541,426,"v_2971",275,2.68809978226392e-05,22388.5479847661
"546160",661,305,355,377,389,355,"v_593",116,2.68716074595582e-05,10448.7225826479
"1402135",613,357,407,355,388,441,"v_2095",96,2.68622236548741e-05,3973.85845713144
"266",766,380,505,423,479,553,"v_2077",320,2.68615020951972e-05,24124.6755385351
"2211210",713,281,353,328,295,260,"v_136",66,2.68578948781994e-05,26487.5153309268
"1074467",5,5,1,2,3,8,"v_1098",43,2.68557310129982e-05,4489.62364106772
"1231049",9,4,5,2,4,3,"v_5052",82,2.68542886298942e-05,5525.43392562241
"656178",556,387,453,290,541,424,"v_2471",52,2.68528464017186e-05,17199.4961908917
"54254",2,3,4,4,10,2,"v_5688",41,2.68521253457211e-05,11610.7519352051
"1623295",6,5,2,3,4,4,"v_5778",127,2.68506833498913e-05,40775.0879650551
"512649",13,6,6,8,7,5,"v_5132",83,2.68485206465124e-05,15271.053979007
"161398",15,9,10,2,10,6,"v_3638",39,2.68477998228045e-05,945.780336922001
"1603",5,6,5,7,12,7,"v_1108",47,2.68427551403876e-05,4791.64697336044
"1088721",379,372,258,275,296,285,"v_1926",22,2.6840593713933e-05,10330.3877974154
"75985",13,6,10,0,0,6,"v_3869",23,2.6840593713933e-05,6425.8151594198
"2594795",507,366,594,263,474,382,"v_2482",64,2.68398733157979e-05,12116.1699601427
"123899",617,397,441,355,538,452,"v_2561",280,2.68398733157979e-05,17382.1812020739
"111015",624,305,340,403,393,361,"v_694",118,2.68391529563327e-05,8278.52274676958
"1643",15,4,2,8,10,7,"v_5310",76,2.68391529563327e-05,20851.6976442859
"981222",710,261,403,414,635,518,"v_4304",300,2.68369921099243e-05,16551.5661125944
"1888195",8,1,5,5,3,3,"v_5372",117,2.68369921099243e-05,15130.5321326204
"486698",558,348,297,353,379,308,"v_449",117,2.68348316114316e-05,6738.8858668395
"2169613",2,1,2,7,8,25,"v_5884",7,2.68341115225675e-05,62.2728547911399
"2624265",713,390,380,400,396,356,"v_243",167,2.68326714607706e-05,28199.3808332731
"2054",707,392,380,413,420,385,"v_586",178,2.68319514878317e-05,40440.4619005883
"1858609",319,397,359,238,463,358,"v_2299",40,2.68305116578573e-05,4136.94420244373
"36808",701,266,289,367,431,352,"v_506",109,2.68290719824001e-05,18451.4172426488
"145262",13,1,3,4,2,3,"v_4608",55,2.68276324614353e-05,7048.98200190762
"2638792",783,307,367,485,535,536,"v_799",335,2.68254734696067e-05,16052.3966114996
"2652177",18,9,6,2,5,8,"v_2589",30,2.68247538828831e-05,8350.62628237726
"675",20,16,6,11,11,10,"v_3760",13,2.6821875922002e-05,352.822543169876
"155085",7,8,3,5,9,5,"v_5298",36,2.68211565282695e-05,1719.89774544477
"2681310",656,392,510,366,542,539,"v_3689",326,2.68161218524577e-05,24313.2777374665
"223919",5,1,2,10,6,7,"v_5419",42,2.68132457433972e-05,5693.45099321381
"40214",0,16,26,18,20,0,"v_6284",4,2.68132457433972e-05,1691.69796745927
"1977865",9,4,3,4,4,2,"v_4808",80,2.68125268125268e-05,27748.7907368045
"1324350",8,2,10,1,6,1,"v_4885",53,2.68096514745308e-05,12632.2572301545
"2649508",623,309,300,374,332,283,"v_327",113,2.68089327363878e-05,4522.00437627706
"2494374",565,325,328,318,396,359,"v_2145",95,2.6807495375707e-05,6318.09095072337
"121292",551,176,252,211,160,110,"v_143",22,2.6805339623653e-05,1828.78726498425
"2756",15,3,7,6,4,6,"v_1044",37,2.6805339623653e-05,5682.21754570141
"47466",2,6,0,7,6,4,"v_5560",39,2.68017474739353e-05,2119.75763299701
"2282475",618,476,499,272,462,412,"v_2548",178,2.67981562868475e-05,11434.8091012592
"426355",299,182,153,345,351,901,"v_1721",132,2.67960020364962e-05,1487.48080307094
"46256",8,2,2,3,7,1,"v_5328",94,2.67952840300107e-05,93035.8666410535
